class1name,class1id,class2name,class2id,is_subclass
accessory,0,resourceprobe,81,0
accessory,0,room,82,0
accessory,0,satellite,83,0
accessory,0,scanner,84,0
accessory,0,scene,85,0
accessory,0,sector,86,0
accessory,0,shieldgenerator,87,0
accessory,0,ship_xs,88,0
accessory,0,ship_s,89,0
accessory,0,ship_m,90,0
accessory,0,ship_l,91,0
accessory,0,ship_xl,92,0
accessory,0,signalleak,93,0
accessory,0,spacesuit,94,0
accessory,0,stardust,95,0
accessory,0,station,96,0
accessory,0,storage,97,0
accessory,0,sun,98,0
accessory,0,switchable,99,0
accessory,0,targetpoint,100,0
accessory,0,textdisplay,101,0
accessory,0,turret,102,0
accessory,0,uielement,103,0
accessory,0,ventureplatform,104,0
accessory,0,weapon,105,0
accessory,0,welfaremodule,106,0
accessory,0,zone,107,0
accessory,0,collectable,108,0
accessory,0,container,109,0
accessory,0,controllable,110,0
accessory,0,explosive,111,0
accessory,0,launcher,112,0
accessory,0,module,113,0
accessory,0,nonplayer,114,0
accessory,0,ship,115,0
accessory,0,space,116,0
accessory,0,triggerobject,117,0
accessory,0,walkablemodule,118,0
accessory,0,,119,0
adsign,1,accessory,0,0
adsign,1,adsign,1,1
adsign,1,adsignobject,2,0
adsign,1,anomaly,3,0
adsign,1,asteroid,4,0
adsign,1,attachment,5,0
adsign,1,bomb,6,0
adsign,1,bomblauncher,7,0
adsign,1,buildstorage,8,0
adsign,1,buildmodule,9,0
adsign,1,buildprocessor,10,0
adsign,1,bullet,11,0
adsign,1,cargobay,12,0
adsign,1,celestialbody,13,0
adsign,1,checkpoint,14,0
adsign,1,cluster,15,0
adsign,1,cockpit,16,0
adsign,1,collectableshieldrestore,17,0
adsign,1,collectableammo,18,0
adsign,1,collectableblueprints,19,0
adsign,1,collectablewares,20,0
adsign,1,component,21,1
adsign,1,computer,22,0
adsign,1,connectionmodule,23,0
adsign,1,controlroom,24,0
adsign,1,countermeasure,25,0
adsign,1,crate,26,0
adsign,1,crate_l,27,0
adsign,1,crate_m,28,0
adsign,1,crate_s,29,0
adsign,1,crystal,30,0
adsign,1,cutsceneanchor,31,0
adsign,1,datavault,32,0
adsign,1,defencemodule,33,0
adsign,1,defensible,34,0
adsign,1,destructible,35,1
adsign,1,detector,36,0
adsign,1,dismantleprocessor,37,0
adsign,1,dockarea,38,0
adsign,1,dockingbay,39,0
adsign,1,drop,40,0
adsign,1,effectobject,41,0
adsign,1,engine,42,0
adsign,1,entity,43,0
adsign,1,forceemitter,44,0
adsign,1,fogvolume,45,0
adsign,1,galaxy,46,0
adsign,1,gate,47,0
adsign,1,habitation,48,0
adsign,1,hackerprobe,49,0
adsign,1,highway,50,0
adsign,1,highwayblocker,51,0
adsign,1,highwaybooster,52,0
adsign,1,highwayentrygate,53,0
adsign,1,highwayexitgate,54,0
adsign,1,highwayscene,55,0
adsign,1,highwaytrigger,56,0
adsign,1,holomap,57,0
adsign,1,influenceobject,58,0
adsign,1,lensflare,59,0
adsign,1,lock,60,0
adsign,1,lockbox,61,0
adsign,1,mine,62,0
adsign,1,miningnode,63,0
adsign,1,missile,64,0
adsign,1,missilelauncher,65,0
adsign,1,missileturret,66,0
adsign,1,moon,67,0
adsign,1,navbeacon,68,0
adsign,1,navcontext,69,0
adsign,1,npc,70,0
adsign,1,object,71,0
adsign,1,pier,72,0
adsign,1,planet,73,0
adsign,1,player,74,0
adsign,1,positional,75,1
adsign,1,processingmodule,76,0
adsign,1,production,77,0
adsign,1,radar,78,0
adsign,1,recyclable,79,0
adsign,1,region,80,0
adsign,1,resourceprobe,81,0
adsign,1,room,82,0
adsign,1,satellite,83,0
adsign,1,scanner,84,0
adsign,1,scene,85,0
adsign,1,sector,86,0
adsign,1,shieldgenerator,87,0
adsign,1,ship_xs,88,0
adsign,1,ship_s,89,0
adsign,1,ship_m,90,0
adsign,1,ship_l,91,0
adsign,1,ship_xl,92,0
adsign,1,signalleak,93,0
adsign,1,spacesuit,94,0
adsign,1,stardust,95,0
adsign,1,station,96,0
adsign,1,storage,97,0
adsign,1,sun,98,0
adsign,1,switchable,99,0
adsign,1,targetpoint,100,0
adsign,1,textdisplay,101,0
adsign,1,turret,102,0
adsign,1,uielement,103,0
adsign,1,ventureplatform,104,0
adsign,1,weapon,105,0
adsign,1,welfaremodule,106,0
adsign,1,zone,107,0
adsign,1,collectable,108,0
adsign,1,container,109,0
adsign,1,controllable,110,0
adsign,1,explosive,111,0
adsign,1,launcher,112,0
adsign,1,module,113,0
adsign,1,nonplayer,114,0
adsign,1,ship,115,0
adsign,1,space,116,0
adsign,1,triggerobject,117,0
adsign,1,walkablemodule,118,0
adsign,1,,119,0
adsignobject,2,accessory,0,0
adsignobject,2,adsign,1,0
adsignobject,2,adsignobject,2,1
adsignobject,2,anomaly,3,0
adsignobject,2,asteroid,4,0
adsignobject,2,attachment,5,0
adsignobject,2,bomb,6,0
adsignobject,2,bomblauncher,7,0
adsignobject,2,buildstorage,8,0
adsignobject,2,buildmodule,9,0
adsignobject,2,buildprocessor,10,0
adsignobject,2,bullet,11,0
adsignobject,2,cargobay,12,0
adsignobject,2,celestialbody,13,0
adsignobject,2,checkpoint,14,0
adsignobject,2,cluster,15,0
adsignobject,2,cockpit,16,0
adsignobject,2,collectableshieldrestore,17,0
adsignobject,2,collectableammo,18,0
adsignobject,2,collectableblueprints,19,0
adsignobject,2,collectablewares,20,0
adsignobject,2,component,21,1
adsignobject,2,computer,22,0
adsignobject,2,connectionmodule,23,0
adsignobject,2,controlroom,24,0
adsignobject,2,countermeasure,25,0
adsignobject,2,crate,26,0
adsignobject,2,crate_l,27,0
adsignobject,2,crate_m,28,0
adsignobject,2,crate_s,29,0
adsignobject,2,crystal,30,0
adsignobject,2,cutsceneanchor,31,0
adsignobject,2,datavault,32,0
adsignobject,2,defencemodule,33,0
adsignobject,2,defensible,34,0
adsignobject,2,destructible,35,1
adsignobject,2,detector,36,0
adsignobject,2,dismantleprocessor,37,0
adsignobject,2,dockarea,38,0
adsignobject,2,dockingbay,39,0
adsignobject,2,drop,40,0
adsignobject,2,effectobject,41,0
adsignobject,2,engine,42,0
adsignobject,2,entity,43,0
adsignobject,2,forceemitter,44,0
adsignobject,2,fogvolume,45,0
adsignobject,2,galaxy,46,0
adsignobject,2,gate,47,0
adsignobject,2,habitation,48,0
adsignobject,2,hackerprobe,49,0
adsignobject,2,highway,50,0
adsignobject,2,highwayblocker,51,0
adsignobject,2,highwaybooster,52,0
adsignobject,2,highwayentrygate,53,0
adsignobject,2,highwayexitgate,54,0
adsignobject,2,highwayscene,55,0
adsignobject,2,highwaytrigger,56,0
adsignobject,2,holomap,57,0
adsignobject,2,influenceobject,58,0
adsignobject,2,lensflare,59,0
adsignobject,2,lock,60,0
adsignobject,2,lockbox,61,0
adsignobject,2,mine,62,0
adsignobject,2,miningnode,63,0
adsignobject,2,missile,64,0
adsignobject,2,missilelauncher,65,0
adsignobject,2,missileturret,66,0
adsignobject,2,moon,67,0
adsignobject,2,navbeacon,68,0
adsignobject,2,navcontext,69,0
adsignobject,2,npc,70,0
adsignobject,2,object,71,1
adsignobject,2,pier,72,0
adsignobject,2,planet,73,0
adsignobject,2,player,74,0
adsignobject,2,positional,75,1
adsignobject,2,processingmodule,76,0
adsignobject,2,production,77,0
adsignobject,2,radar,78,0
adsignobject,2,recyclable,79,0
adsignobject,2,region,80,0
adsignobject,2,resourceprobe,81,0
adsignobject,2,room,82,0
adsignobject,2,satellite,83,0
adsignobject,2,scanner,84,0
adsignobject,2,scene,85,0
adsignobject,2,sector,86,0
adsignobject,2,shieldgenerator,87,0
adsignobject,2,ship_xs,88,0
adsignobject,2,ship_s,89,0
adsignobject,2,ship_m,90,0
adsignobject,2,ship_l,91,0
adsignobject,2,ship_xl,92,0
adsignobject,2,signalleak,93,0
adsignobject,2,spacesuit,94,0
adsignobject,2,stardust,95,0
adsignobject,2,station,96,0
adsignobject,2,storage,97,0
adsignobject,2,sun,98,0
adsignobject,2,switchable,99,0
adsignobject,2,targetpoint,100,0
adsignobject,2,textdisplay,101,0
adsignobject,2,turret,102,0
adsignobject,2,uielement,103,0
adsignobject,2,ventureplatform,104,0
adsignobject,2,weapon,105,0
adsignobject,2,welfaremodule,106,0
adsignobject,2,zone,107,0
adsignobject,2,collectable,108,0
adsignobject,2,container,109,0
adsignobject,2,controllable,110,0
adsignobject,2,explosive,111,0
adsignobject,2,launcher,112,0
adsignobject,2,module,113,0
adsignobject,2,nonplayer,114,0
adsignobject,2,ship,115,0
adsignobject,2,space,116,0
adsignobject,2,triggerobject,117,0
adsignobject,2,walkablemodule,118,0
adsignobject,2,,119,0
anomaly,3,accessory,0,0
anomaly,3,adsign,1,0
anomaly,3,adsignobject,2,0
anomaly,3,anomaly,3,1
anomaly,3,asteroid,4,0
anomaly,3,attachment,5,0
anomaly,3,bomb,6,0
anomaly,3,bomblauncher,7,0
anomaly,3,buildstorage,8,0
anomaly,3,buildmodule,9,0
anomaly,3,buildprocessor,10,0
anomaly,3,bullet,11,0
anomaly,3,cargobay,12,0
anomaly,3,celestialbody,13,0
anomaly,3,checkpoint,14,0
anomaly,3,cluster,15,0
anomaly,3,cockpit,16,0
anomaly,3,collectableshieldrestore,17,0
anomaly,3,collectableammo,18,0
anomaly,3,collectableblueprints,19,0
anomaly,3,collectablewares,20,0
anomaly,3,component,21,1
anomaly,3,computer,22,0
anomaly,3,connectionmodule,23,0
anomaly,3,controlroom,24,0
anomaly,3,countermeasure,25,0
anomaly,3,crate,26,0
anomaly,3,crate_l,27,0
anomaly,3,crate_m,28,0
anomaly,3,crate_s,29,0
anomaly,3,crystal,30,0
anomaly,3,cutsceneanchor,31,0
anomaly,3,datavault,32,0
anomaly,3,defencemodule,33,0
anomaly,3,defensible,34,0
anomaly,3,destructible,35,1
anomaly,3,detector,36,0
anomaly,3,dismantleprocessor,37,0
anomaly,3,dockarea,38,0
anomaly,3,dockingbay,39,0
anomaly,3,drop,40,0
anomaly,3,effectobject,41,0
anomaly,3,engine,42,0
anomaly,3,entity,43,0
anomaly,3,forceemitter,44,0
anomaly,3,fogvolume,45,0
anomaly,3,galaxy,46,0
anomaly,3,gate,47,0
anomaly,3,habitation,48,0
anomaly,3,hackerprobe,49,0
anomaly,3,highway,50,0
anomaly,3,highwayblocker,51,0
anomaly,3,highwaybooster,52,0
anomaly,3,highwayentrygate,53,0
anomaly,3,highwayexitgate,54,0
anomaly,3,highwayscene,55,0
anomaly,3,highwaytrigger,56,0
anomaly,3,holomap,57,0
anomaly,3,influenceobject,58,0
anomaly,3,lensflare,59,0
anomaly,3,lock,60,0
anomaly,3,lockbox,61,0
anomaly,3,mine,62,0
anomaly,3,miningnode,63,0
anomaly,3,missile,64,0
anomaly,3,missilelauncher,65,0
anomaly,3,missileturret,66,0
anomaly,3,moon,67,0
anomaly,3,navbeacon,68,0
anomaly,3,navcontext,69,0
anomaly,3,npc,70,0
anomaly,3,object,71,1
anomaly,3,pier,72,0
anomaly,3,planet,73,0
anomaly,3,player,74,0
anomaly,3,positional,75,1
anomaly,3,processingmodule,76,0
anomaly,3,production,77,0
anomaly,3,radar,78,0
anomaly,3,recyclable,79,0
anomaly,3,region,80,0
anomaly,3,resourceprobe,81,0
anomaly,3,room,82,0
anomaly,3,satellite,83,0
anomaly,3,scanner,84,0
anomaly,3,scene,85,0
anomaly,3,sector,86,0
anomaly,3,shieldgenerator,87,0
anomaly,3,ship_xs,88,0
anomaly,3,ship_s,89,0
anomaly,3,ship_m,90,0
anomaly,3,ship_l,91,0
anomaly,3,ship_xl,92,0
anomaly,3,signalleak,93,0
anomaly,3,spacesuit,94,0
anomaly,3,stardust,95,0
anomaly,3,station,96,0
anomaly,3,storage,97,0
anomaly,3,sun,98,0
anomaly,3,switchable,99,0
anomaly,3,targetpoint,100,0
anomaly,3,textdisplay,101,0
anomaly,3,turret,102,0
anomaly,3,uielement,103,0
anomaly,3,ventureplatform,104,0
anomaly,3,weapon,105,0
anomaly,3,welfaremodule,106,0
anomaly,3,zone,107,0
anomaly,3,collectable,108,0
anomaly,3,container,109,0
anomaly,3,controllable,110,0
anomaly,3,explosive,111,0
anomaly,3,launcher,112,0
anomaly,3,module,113,0
anomaly,3,nonplayer,114,0
anomaly,3,ship,115,0
anomaly,3,space,116,0
anomaly,3,triggerobject,117,1
anomaly,3,walkablemodule,118,0
anomaly,3,,119,0
asteroid,4,accessory,0,0
asteroid,4,adsign,1,0
asteroid,4,adsignobject,2,0
asteroid,4,anomaly,3,0
asteroid,4,asteroid,4,1
asteroid,4,attachment,5,0
asteroid,4,bomb,6,0
asteroid,4,bomblauncher,7,0
asteroid,4,buildstorage,8,0
asteroid,4,buildmodule,9,0
asteroid,4,buildprocessor,10,0
asteroid,4,bullet,11,0
asteroid,4,cargobay,12,0
asteroid,4,celestialbody,13,0
asteroid,4,checkpoint,14,0
asteroid,4,cluster,15,0
asteroid,4,cockpit,16,0
asteroid,4,collectableshieldrestore,17,0
asteroid,4,collectableammo,18,0
asteroid,4,collectableblueprints,19,0
asteroid,4,collectablewares,20,0
asteroid,4,component,21,1
asteroid,4,computer,22,0
asteroid,4,connectionmodule,23,0
asteroid,4,controlroom,24,0
asteroid,4,countermeasure,25,0
asteroid,4,crate,26,0
asteroid,4,crate_l,27,0
asteroid,4,crate_m,28,0
asteroid,4,crate_s,29,0
asteroid,4,crystal,30,0
asteroid,4,cutsceneanchor,31,0
asteroid,4,datavault,32,0
asteroid,4,defencemodule,33,0
asteroid,4,defensible,34,0
asteroid,4,destructible,35,1
asteroid,4,detector,36,0
asteroid,4,dismantleprocessor,37,0
asteroid,4,dockarea,38,0
asteroid,4,dockingbay,39,0
asteroid,4,drop,40,0
asteroid,4,effectobject,41,0
asteroid,4,engine,42,0
asteroid,4,entity,43,0
asteroid,4,forceemitter,44,0
asteroid,4,fogvolume,45,0
asteroid,4,galaxy,46,0
asteroid,4,gate,47,0
asteroid,4,habitation,48,0
asteroid,4,hackerprobe,49,0
asteroid,4,highway,50,0
asteroid,4,highwayblocker,51,0
asteroid,4,highwaybooster,52,0
asteroid,4,highwayentrygate,53,0
asteroid,4,highwayexitgate,54,0
asteroid,4,highwayscene,55,0
asteroid,4,highwaytrigger,56,0
asteroid,4,holomap,57,0
asteroid,4,influenceobject,58,0
asteroid,4,lensflare,59,0
asteroid,4,lock,60,0
asteroid,4,lockbox,61,0
asteroid,4,mine,62,0
asteroid,4,miningnode,63,0
asteroid,4,missile,64,0
asteroid,4,missilelauncher,65,0
asteroid,4,missileturret,66,0
asteroid,4,moon,67,0
asteroid,4,navbeacon,68,0
asteroid,4,navcontext,69,0
asteroid,4,npc,70,0
asteroid,4,object,71,1
asteroid,4,pier,72,0
asteroid,4,planet,73,0
asteroid,4,player,74,0
asteroid,4,positional,75,1
asteroid,4,processingmodule,76,0
asteroid,4,production,77,0
asteroid,4,radar,78,0
asteroid,4,recyclable,79,0
asteroid,4,region,80,0
asteroid,4,resourceprobe,81,0
asteroid,4,room,82,0
asteroid,4,satellite,83,0
asteroid,4,scanner,84,0
asteroid,4,scene,85,0
asteroid,4,sector,86,0
asteroid,4,shieldgenerator,87,0
asteroid,4,ship_xs,88,0
asteroid,4,ship_s,89,0
asteroid,4,ship_m,90,0
asteroid,4,ship_l,91,0
asteroid,4,ship_xl,92,0
asteroid,4,signalleak,93,0
asteroid,4,spacesuit,94,0
asteroid,4,stardust,95,0
asteroid,4,station,96,0
asteroid,4,storage,97,0
asteroid,4,sun,98,0
asteroid,4,switchable,99,0
asteroid,4,targetpoint,100,0
asteroid,4,textdisplay,101,0
asteroid,4,turret,102,0
asteroid,4,uielement,103,0
asteroid,4,ventureplatform,104,0
asteroid,4,weapon,105,0
asteroid,4,welfaremodule,106,0
asteroid,4,zone,107,0
asteroid,4,collectable,108,0
asteroid,4,container,109,0
asteroid,4,controllable,110,0
asteroid,4,explosive,111,0
asteroid,4,launcher,112,0
asteroid,4,module,113,0
asteroid,4,nonplayer,114,0
asteroid,4,ship,115,0
asteroid,4,space,116,0
asteroid,4,triggerobject,117,0
asteroid,4,walkablemodule,118,0
asteroid,4,,119,0
attachment,5,accessory,0,0
attachment,5,adsign,1,0
attachment,5,adsignobject,2,0
attachment,5,anomaly,3,0
attachment,5,asteroid,4,0
attachment,5,attachment,5,1
attachment,5,bomb,6,0
attachment,5,bomblauncher,7,0
attachment,5,buildstorage,8,0
attachment,5,buildmodule,9,0
attachment,5,buildprocessor,10,0
attachment,5,bullet,11,0
attachment,5,cargobay,12,0
attachment,5,celestialbody,13,0
attachment,5,checkpoint,14,0
attachment,5,cluster,15,0
attachment,5,cockpit,16,0
attachment,5,collectableshieldrestore,17,0
attachment,5,collectableammo,18,0
attachment,5,collectableblueprints,19,0
attachment,5,collectablewares,20,0
attachment,5,component,21,1
attachment,5,computer,22,0
attachment,5,connectionmodule,23,0
attachment,5,controlroom,24,0
attachment,5,countermeasure,25,0
attachment,5,crate,26,0
attachment,5,crate_l,27,0
attachment,5,crate_m,28,0
attachment,5,crate_s,29,0
attachment,5,crystal,30,0
attachment,5,cutsceneanchor,31,0
attachment,5,datavault,32,0
attachment,5,defencemodule,33,0
attachment,5,defensible,34,0
attachment,5,destructible,35,1
attachment,5,detector,36,0
attachment,5,dismantleprocessor,37,0
attachment,5,dockarea,38,0
attachment,5,dockingbay,39,0
attachment,5,drop,40,0
attachment,5,effectobject,41,0
attachment,5,engine,42,0
attachment,5,entity,43,0
attachment,5,forceemitter,44,0
attachment,5,fogvolume,45,0
attachment,5,galaxy,46,0
attachment,5,gate,47,0
attachment,5,habitation,48,0
attachment,5,hackerprobe,49,0
attachment,5,highway,50,0
attachment,5,highwayblocker,51,0
attachment,5,highwaybooster,52,0
attachment,5,highwayentrygate,53,0
attachment,5,highwayexitgate,54,0
attachment,5,highwayscene,55,0
attachment,5,highwaytrigger,56,0
attachment,5,holomap,57,0
attachment,5,influenceobject,58,0
attachment,5,lensflare,59,0
attachment,5,lock,60,0
attachment,5,lockbox,61,0
attachment,5,mine,62,0
attachment,5,miningnode,63,0
attachment,5,missile,64,0
attachment,5,missilelauncher,65,0
attachment,5,missileturret,66,0
attachment,5,moon,67,0
attachment,5,navbeacon,68,0
attachment,5,navcontext,69,0
attachment,5,npc,70,0
attachment,5,object,71,0
attachment,5,pier,72,0
attachment,5,planet,73,0
attachment,5,player,74,0
attachment,5,positional,75,1
attachment,5,processingmodule,76,0
attachment,5,production,77,0
attachment,5,radar,78,0
attachment,5,recyclable,79,0
attachment,5,region,80,0
attachment,5,resourceprobe,81,0
attachment,5,room,82,0
attachment,5,satellite,83,0
attachment,5,scanner,84,0
attachment,5,scene,85,0
attachment,5,sector,86,0
attachment,5,shieldgenerator,87,0
attachment,5,ship_xs,88,0
attachment,5,ship_s,89,0
attachment,5,ship_m,90,0
attachment,5,ship_l,91,0
attachment,5,ship_xl,92,0
attachment,5,signalleak,93,0
attachment,5,spacesuit,94,0
attachment,5,stardust,95,0
attachment,5,station,96,0
attachment,5,storage,97,0
attachment,5,sun,98,0
attachment,5,switchable,99,0
attachment,5,targetpoint,100,0
attachment,5,textdisplay,101,0
attachment,5,turret,102,0
attachment,5,uielement,103,0
attachment,5,ventureplatform,104,0
attachment,5,weapon,105,0
attachment,5,welfaremodule,106,0
attachment,5,zone,107,0
attachment,5,collectable,108,0
attachment,5,container,109,0
attachment,5,controllable,110,0
attachment,5,explosive,111,0
attachment,5,launcher,112,0
attachment,5,module,113,0
attachment,5,nonplayer,114,0
attachment,5,ship,115,0
attachment,5,space,116,0
attachment,5,triggerobject,117,0
attachment,5,walkablemodule,118,0
attachment,5,,119,0
bomb,6,accessory,0,0
bomb,6,adsign,1,0
bomb,6,adsignobject,2,0
bomb,6,anomaly,3,0
bomb,6,asteroid,4,0
bomb,6,attachment,5,0
bomb,6,bomb,6,1
bomb,6,bomblauncher,7,0
bomb,6,buildstorage,8,0
bomb,6,buildmodule,9,0
bomb,6,buildprocessor,10,0
bomb,6,bullet,11,0
bomb,6,cargobay,12,0
bomb,6,celestialbody,13,0
bomb,6,checkpoint,14,0
bomb,6,cluster,15,0
bomb,6,cockpit,16,0
bomb,6,collectableshieldrestore,17,0
bomb,6,collectableammo,18,0
bomb,6,collectableblueprints,19,0
bomb,6,collectablewares,20,0
bomb,6,component,21,1
bomb,6,computer,22,0
bomb,6,connectionmodule,23,0
bomb,6,controlroom,24,0
bomb,6,countermeasure,25,0
bomb,6,crate,26,0
bomb,6,crate_l,27,0
bomb,6,crate_m,28,0
bomb,6,crate_s,29,0
bomb,6,crystal,30,0
bomb,6,cutsceneanchor,31,0
bomb,6,datavault,32,0
bomb,6,defencemodule,33,0
bomb,6,defensible,34,0
bomb,6,destructible,35,1
bomb,6,detector,36,0
bomb,6,dismantleprocessor,37,0
bomb,6,dockarea,38,0
bomb,6,dockingbay,39,0
bomb,6,drop,40,0
bomb,6,effectobject,41,0
bomb,6,engine,42,0
bomb,6,entity,43,0
bomb,6,forceemitter,44,0
bomb,6,fogvolume,45,0
bomb,6,galaxy,46,0
bomb,6,gate,47,0
bomb,6,habitation,48,0
bomb,6,hackerprobe,49,0
bomb,6,highway,50,0
bomb,6,highwayblocker,51,0
bomb,6,highwaybooster,52,0
bomb,6,highwayentrygate,53,0
bomb,6,highwayexitgate,54,0
bomb,6,highwayscene,55,0
bomb,6,highwaytrigger,56,0
bomb,6,holomap,57,0
bomb,6,influenceobject,58,0
bomb,6,lensflare,59,0
bomb,6,lock,60,0
bomb,6,lockbox,61,0
bomb,6,mine,62,0
bomb,6,miningnode,63,0
bomb,6,missile,64,0
bomb,6,missilelauncher,65,0
bomb,6,missileturret,66,0
bomb,6,moon,67,0
bomb,6,navbeacon,68,0
bomb,6,navcontext,69,0
bomb,6,npc,70,0
bomb,6,object,71,1
bomb,6,pier,72,0
bomb,6,planet,73,0
bomb,6,player,74,0
bomb,6,positional,75,1
bomb,6,processingmodule,76,0
bomb,6,production,77,0
bomb,6,radar,78,0
bomb,6,recyclable,79,0
bomb,6,region,80,0
bomb,6,resourceprobe,81,0
bomb,6,room,82,0
bomb,6,satellite,83,0
bomb,6,scanner,84,0
bomb,6,scene,85,0
bomb,6,sector,86,0
bomb,6,shieldgenerator,87,0
bomb,6,ship_xs,88,0
bomb,6,ship_s,89,0
bomb,6,ship_m,90,0
bomb,6,ship_l,91,0
bomb,6,ship_xl,92,0
bomb,6,signalleak,93,0
bomb,6,spacesuit,94,0
bomb,6,stardust,95,0
bomb,6,station,96,0
bomb,6,storage,97,0
bomb,6,sun,98,0
bomb,6,switchable,99,0
bomb,6,targetpoint,100,0
bomb,6,textdisplay,101,0
bomb,6,turret,102,0
bomb,6,uielement,103,0
bomb,6,ventureplatform,104,0
bomb,6,weapon,105,0
bomb,6,welfaremodule,106,0
bomb,6,zone,107,0
bomb,6,collectable,108,0
bomb,6,container,109,0
bomb,6,controllable,110,0
bomb,6,explosive,111,1
bomb,6,launcher,112,0
bomb,6,module,113,0
bomb,6,nonplayer,114,0
bomb,6,ship,115,0
bomb,6,space,116,0
bomb,6,triggerobject,117,0
bomb,6,walkablemodule,118,0
bomb,6,,119,0
bomblauncher,7,accessory,0,0
bomblauncher,7,adsign,1,0
bomblauncher,7,adsignobject,2,0
bomblauncher,7,anomaly,3,0
bomblauncher,7,asteroid,4,0
bomblauncher,7,attachment,5,0
bomblauncher,7,bomb,6,0
bomblauncher,7,bomblauncher,7,1
bomblauncher,7,buildstorage,8,0
bomblauncher,7,buildmodule,9,0
bomblauncher,7,buildprocessor,10,0
bomblauncher,7,bullet,11,0
bomblauncher,7,cargobay,12,0
bomblauncher,7,celestialbody,13,0
bomblauncher,7,checkpoint,14,0
bomblauncher,7,cluster,15,0
bomblauncher,7,cockpit,16,0
bomblauncher,7,collectableshieldrestore,17,0
bomblauncher,7,collectableammo,18,0
bomblauncher,7,collectableblueprints,19,0
bomblauncher,7,collectablewares,20,0
bomblauncher,7,component,21,1
bomblauncher,7,computer,22,0
bomblauncher,7,connectionmodule,23,0
bomblauncher,7,controlroom,24,0
bomblauncher,7,countermeasure,25,0
bomblauncher,7,crate,26,0
bomblauncher,7,crate_l,27,0
bomblauncher,7,crate_m,28,0
bomblauncher,7,crate_s,29,0
bomblauncher,7,crystal,30,0
bomblauncher,7,cutsceneanchor,31,0
bomblauncher,7,datavault,32,0
bomblauncher,7,defencemodule,33,0
bomblauncher,7,defensible,34,0
bomblauncher,7,destructible,35,1
bomblauncher,7,detector,36,0
bomblauncher,7,dismantleprocessor,37,0
bomblauncher,7,dockarea,38,0
bomblauncher,7,dockingbay,39,0
bomblauncher,7,drop,40,0
bomblauncher,7,effectobject,41,0
bomblauncher,7,engine,42,0
bomblauncher,7,entity,43,0
bomblauncher,7,forceemitter,44,0
bomblauncher,7,fogvolume,45,0
bomblauncher,7,galaxy,46,0
bomblauncher,7,gate,47,0
bomblauncher,7,habitation,48,0
bomblauncher,7,hackerprobe,49,0
bomblauncher,7,highway,50,0
bomblauncher,7,highwayblocker,51,0
bomblauncher,7,highwaybooster,52,0
bomblauncher,7,highwayentrygate,53,0
bomblauncher,7,highwayexitgate,54,0
bomblauncher,7,highwayscene,55,0
bomblauncher,7,highwaytrigger,56,0
bomblauncher,7,holomap,57,0
bomblauncher,7,influenceobject,58,0
